drug_id	target_id	gene_name
DB07801	BE0000991	AURKA
DB09060	BE0008650	blaUOE-1
DB01452	BE0000420	OPRD1
DB01238	BE0000145	DRD5
DB02187	BE0000194	HSD17B1
DB06637	BE0004722	KCNB2
DB00133	BE0000388	SRR
DB01254	BE0000842	LCK
DB04349	BE0001524	icd
DB03691	BE0001504	CTSF
DB07249	BE0002453	EPHB4
DB08465	BE0001898	HSP90AB1
DB04964	BE0002439	MUC16
DB00548	BE0000474	trxB
DB00376	BE0000405	CHRM4
DB11093	BE0000885	S100A13
DB08572	BE0003734	CCNA2
DB03597	BE0000812	GSTM4
DB00734	BE0000572	ADRA2B
DB08322	BE0000916	PYGM
DB00674	BE0002343	CHRNA9
DB07374	BE0003830	RPL26L1
DB01223	BE0000354	ADORA3
DB01564	BE0000132	AR
DB00887	BE0000502	SLC12A1
DB00802	BE0000770	OPRM1
DB00130	BE0000874	CTPS1
DB08175	BE0003781	NR1H3
DB04315	BE0004559	RAN
DB00163	BE0000339	SEC14L3
DB02829	BE0001468	NA
DB05294	BE0000767	EGFR
DB00849	BE0002341	CHRNA7
DB00811	BE0000457	ENPP1
DB01271	BE0000856	PLIN3
DB06637	BE0004717	KCNA5
DB05708	BE0002341	CHRNA7
DB00040	BE0002134	GLP2R
DB04454	BE0000787	gag-pol
DB00315	BE0000797	HTR1B
DB01966	BE0001175	PSAP
DB00434	BE0000451	HTR2A
DB01595	BE0000523	GABRA3
DB00308	BE0000303	CACNB1
DB08162	BE0001016	ROCK1
DB01053	BE0001018	SLC15A1
DB00238	BE0004136	pol
DB03397	BE0001252	murA
DB05316	BE0000451	HTR2A
DB01085	BE0000045	CHRM3
DB12061	BE0000756	DRD2
DB01861	BE0001934	bgt
DB07722	BE0004062	pol
DB03461	BE0001961	fadH
DB04857	BE0000756	DRD2
DB00168	BE0000395	TAS1R2
DB09028	BE0002341	CHRNA7
DB07377	BE0001534	METAP2
DB00442	BE0004796	
DB02655	BE0001532	ansB
DB03824	BE0000865	PNMT
DB06922	BE0001358	ampC
DB02223	BE0001438	thyA
DB04066	BE0003795	PTGR1
DB00446	BE0001544	draA
DB00872	BE0000293	AVPR2
DB00829	BE0003598	GABRR2
DB00951	BE0000332	inhA
DB04139	BE0001403	TK
DB02338	BE0001467	PTR1
DB04083	BE0001519	bioA
DB08231	BE0001333	lpxC
DB01155	BE0000366	gyrA
DB04150	BE0002200	PAM
DB06702	BE0000045	CHRM3
DB07918	BE0004126	fdnG
DB01131	BE0000563	
DB08896	BE0000369	KDR
DB02181	BE0003106	NME1
DB00413	BE0000389	DRD4
DB01200	BE0000572	ADRA2B
DB00316	BE0004892	
DB03909	BE0002643	buk2
DB04315	BE0001843	RAP2A
DB01101	BE0004810	
DB04609	BE0001594	gag-pol
DB08364	BE0004287	cqsA
DB00441	BE0000325	RRM1
DB01437	BE0004797	GABRA1
DB08530	BE0000854	DPP4
DB01254	BE0000205	PDGFRB
DB04013	BE0000916	PYGM
DB05047	BE0000640	GRIA1
DB02702	BE0001594	gag-pol
DB07768	BE0000126	AKR1C1
DB03909	BE0003888	ATP2A1
DB00592	BE0002345	GABRB3
DB04825	BE0004946	MYLK2
DB04297	BE0003525	HDAC7
DB06831	BE0002406	PIK3CD
DB08690	BE0003854	CYC1
DB01190	BE0004800	
DB08374	BE0003531	CTRB1
DB00408	BE0000172	ADRB1
DB05374	BE0000767	EGFR
DB02008	BE0000906	PCK1
DB00457	BE0000090	KCNH2
DB08509	BE0003372	
DB00806	BE0001096	NT5E
DB02801	BE0001769	aroQ
DB02062	BE0000266	MME
DB06706	BE0000118	SLC18A2
DB07772	BE0001182	MMP8
DB00983	BE0000694	ADRB2
DB04485	BE0002493	rmlA
DB01159	BE0000795	GABRA1
DB11613	BE0008645	
DB02368	BE0001526	argF'
DB03566	BE0001953	aacC1
DB01904	BE0001361	
DB03103	BE0003106	NME1
DB00661	BE0000749	SLC6A4
DB01035	BE0000892	DNMT1
DB07443	BE0000382	DHODH
DB02819	BE0001229	cobT
DB00397	BE0000694	ADRB2
DB06594	BE0000515	MTNR1A
DB03761	BE0001438	thyA
DB00172	BE0000723	SLC6A7
DB04867	BE0000402	CCKAR
DB00497	BE0004899	
DB04427	BE0001292	
DB02315	BE0002085	PDE2A
DB00288	BE0000794	NR3C1
DB07180	BE0003796	NEK2
DB01040	BE0004796	
DB04285	BE0000623	PTPN1
DB05165	BE0000957	EIF4E
DB00999	BE0002437	CA9
DB06702	BE0000092	CHRM1
DB04555	BE0001522	kpsU
DB08524	BE0002536	def
DB04204	BE0000623	PTPN1
DB00544	BE0004810	
DB04669	BE0001072	CDK2
DB00698	BE0000621	nfsA
DB01018	BE0000289	ADRA2A
DB01992	BE0000496	CRAT
DB03685	BE0000259	B4GALT1
DB03768	BE0000787	gag-pol
DB01713	BE0002000	hasB
DB00157	BE0000609	PDHA2
DB02662	BE0000623	PTPN1
DB08142	BE0001072	CDK2
DB08848	BE0004733	SLC6A11
DB02094	BE0001358	ampC
DB00248	BE0000501	ADRA1A
DB00139	BE0002259	OXCT2
DB00713	BE0003624	penA
DB06288	BE0000451	HTR2A
DB00334	BE0000560	CHRM2
DB09167	BE0000045	CHRM3
DB00051	BE0002094	C1QA
DB01752	BE0002528	cobA
DB08285	BE0001072	CDK2
DB00319	BE0004644	pbp2a
DB07701	BE0000426	ACHE
DB00514	BE0003584	CHRNB4
DB01054	BE0000691	CACNA2D1
DB01496	BE0000764	GABRA6
DB00182	BE0000749	SLC6A4
DB04714	BE0003350	ispU
DB02843	BE0001703	agp
DB00364	BE0000953	EGF
DB00139	BE0002260	SUCLA2
DB06787	BE0000045	CHRM3
DB04485	BE0001224	udp
DB01049	BE0001042	SLCO2B1
DB01709	BE0004460	ENO3
DB03283	BE0002483	
DB03366	BE0001301	soxA
DB01139	BE0000576	pbpA
DB03740	BE0000426	ACHE
DB06719	BE0000203	GNRHR
DB01418	BE0000713	VKORC1
DB00661	BE0000197	SCN5A
DB03290	BE0001397	apr
DB07480	BE0000623	PTPN1
DB07700	BE0000592	AKR1C3
DB08348	BE0004283	PARP15
DB00909	BE0002196	MAOB
DB04734	BE0002001	fccA
DB07905	BE0000923	MAPK1
DB01224	BE0000247	CHRM5
DB00095	BE0002093	C1R
DB08916	BE0000767	EGFR
DB00465	BE0000262	PTGS2
DB04464	BE0003852	pufM
DB03247	BE0003031	nfsB
DB03380	BE0004370	BPHL
DB05679	BE0008663	IL12B
DB02180	BE0003780	NMT2
DB08774	BE0003382	CHEK1
DB08881	BE0000634	BRAF
DB00159	BE0000986	SLC8A1
DB02180	BE0001502	NMT1
DB03309	BE0001802	nirS
DB01930	BE0001387	panC
DB00342	BE0000090	KCNH2
DB03600	BE0004038	pab
DB00458	BE0000756	DRD2
DB00674	BE0004663	CHRND
DB04640	BE0001448	
DB08191	BE0004105	SGK1
DB08185	BE0004211	rpsH
DB01373	BE0000430	CACNA1C
DB02001	BE0001302	DFR1
DB02142	BE0001561	hemL
DB02270	BE0004051	miaA
DB08231	BE0004244	GUCA1A
DB00284	BE0002639	AMY2A
DB03530	BE0001358	ampC
DB06176	BE0002368	HDAC6
DB02772	BE0001849	algD
DB02060	BE0002499	onr
DB02783	BE0001510	gabT
DB06772	BE0000026	TUBB1
DB01812	BE0002559	NDST1
DB08003	BE0000623	PTPN1
DB00100	BE0000216	F10
DB00098	BE0000598	CD1A
DB03798	BE0003183	42
DB02379	BE0001762	amyA
DB02709	BE0000262	PTGS2
DB01422	BE0001534	METAP2
DB00459	BE0000301	RBP1
DB04590	BE0000333	F7
DB01767	BE0000048	F2
DB03232	BE0001599	yceI
DB00951	BE0002887	CYP2C8
DB01444	BE0000420	OPRD1
DB01825	BE0001405	tgt
DB00005	BE0000901	FCGR3B
DB01023	BE0000691	CACNA2D1
DB01267	BE0002362	CYP3A5
DB00801	BE0000523	GABRA3
DB03800	BE0001438	thyA
DB05467	BE0000144	RARG
DB02198	BE0000017	PTGS1
DB02144	BE0001505	PITPNA
DB06216	BE0000650	HTR7
DB08330	BE0003854	CYC1
DB02039	BE0001422	phbA
DB08385	BE0002194	FAAH
DB00408	BE0000451	HTR2A
DB08365	BE0003335	WEE1
DB00131	BE0000254	PRKAB1
DB00257	BE0000415	KCNN4
DB01942	BE0001381	aroA
DB00321	BE0000451	HTR2A
DB01992	BE0002025	glmU
DB04540	BE0004545	RORA
DB03317	BE0001009	CYCS
DB00926	BE0000412	RXRA
DB07687	BE0001072	CDK2
DB00690	BE0003595	GABRE
DB07924	BE0003818	aqpZ
DB03389	BE0001416	cslA
DB00410	BE0000804	ileS
DB00939	BE0000897	KCNQ2
DB01972	BE0001473	HINT1
DB01186	BE0000575	ADRA1B
DB09213	BE0000215	PPARG
DB04942	BE0000663	RARA
DB03541	BE0001501	thyA
DB03683	BE0000058	MMP9
DB01669	BE0001238	vatD
DB02784	BE0000623	PTPN1
DB01282	BE0000844	OXTR
DB02659	BE0003991	COX7B
DB03147	BE0002962	petH
DB00030	BE0001123	CPE
DB01591	BE0000045	CHRM3
DB00157	BE0000645	UGDH
DB01625	BE0000405	CHRM4
DB02841	BE0001568	bla
DB01142	BE0000342	ADRA2C
DB04147	BE0004162	ctaDII
DB00651	BE0000706	PDE7A
DB05164	BE0003406	BCR/ABL fusion
DB07128	BE0000048	F2
DB01717	BE0001262	AK1
DB03680	BE0000148	ME2
DB01030	BE0000971	TOP1
DB00909	BE0002083	SCN4A
DB08632	BE0000130	HBA1
DB01992	BE0002686	aac(6')-Ii
DB08471	BE0002743	ethR
DB01174	BE0000829	GRIA2
DB03984	BE0001646	CTSS
DB04315	BE0003282	gmd
DB04545	BE0001219	cel5A
DB02930	BE0002851	PMS2
DB04315	BE0004281	EEF2
DB00111	BE0002098	FCGR2A
DB00102	BE0000910	A2M
DB09363	BE0000118	SLC18A2
DB01010	BE0002180	BCHE
DB00201	BE0000739	RYR1
DB07082	BE0001598	NR1H2
DB00157	BE0000720	GAPDHS
DB07497	BE0003965	yngHB
DB06988	BE0001831	
DB08420	BE0001739	PRSS1
DB04220	BE0001326	fhuA
DB06444	BE0000704	TNF
DB01666	BE0002497	phyA
DB01731	BE0002513	WAS
DB00583	BE0002204	XDH
DB06080	BE0000147	FLT3
DB00231	BE0000381	GABRA2
DB07932	BE0003740	NCOA2
DB00485	BE0004335	pbp1b
DB00246	BE0000289	ADRA2A
DB06581	BE0001594	gag-pol
DB03967	BE0001965	pagP
DB02116	BE0001072	CDK2
DB02420	BE0000623	PTPN1
DB06228	BE0000216	F10
DB04703	BE0003404	AURKB
DB03319	BE0000829	GRIA2
DB01339	BE0000738	CHRNA2
DB02121	BE0001443	amiC
DB05412	BE0001019	MAPK14
DB01227	BE0003585	CHRNA3
DB00379	BE0000197	SCN5A
DB06148	BE0000486	SLC6A2
DB01413	BE0003579	mrdA
DB02335	BE0000263	NOS3
DB03082	BE0000895	PLAU
DB01642	BE0002490	celA1
DB01056	BE0000197	SCN5A
DB01864	BE0001273	TGM3
DB00508	BE0000560	CHRM2
DB03017	BE0004021	tonB
DB03147	BE0002985	fkbI
DB04447	BE0001927	aroE
DB01955	BE0001640	PLA2G2A
DB07234	BE0001373	MAPKAPK2
DB11914	BE0003464	IL13
DB03147	BE0002980	m-6
DB02325	BE0002727	sdbA
DB07185	BE0003752	
DB02468	BE0000735	HMOX1
DB00988	BE0000650	HTR7
DB06144	BE0000945	HTR6
DB07827	BE0000966	MMP13
DB01737	BE0001739	PRSS1
DB13152	BE0002110	LRP1
DB08673	BE0001072	CDK2
DB03331	BE0000720	GAPDHS
DB02341	BE0003758	CELA1
DB07901	BE0004117	METAP1
DB00171	BE0000310	APAF1
DB01198	BE0000381	GABRA2
DB11973	BE0000511	ERBB2
DB00926	BE0000206	RARB
DB00719	BE0000442	HRH1
DB03796	BE0003601	LALBA
DB00683	BE0003594	GABRG3
DB05343	BE0001177	S100B
DB09071	BE0000515	MTNR1A
DB03814	BE0004481	SFTPA1
DB01082	BE0001092	PADI4
DB01859	BE0001303	ispF
DB07045	BE0003774	BAG1
DB00069	BE0000661	IFNAR1
DB00157	BE0000093	NDUFS6
DB03685	BE0004582	UCKL1
DB01595	BE0003597	GABRQ
DB05142	BE0002085	PDE2A
DB00204	BE0000090	KCNH2
DB00114	BE0000378	GAD1
DB00073	BE0002093	C1R
DB05398	BE0002050	gag-pol
DB03661	BE0003143	
DB07374	BE0003829	RSL24D1
DB00494	BE0002089	COMT
DB01132	BE0000215	PPARG
DB04821	BE0001075	MPO
DB00114	BE0000424	OAT
DB11348	BE0008695	CASQ2
DB07889	BE0001072	CDK2
DB04137	BE0001791	
DB02494	BE0003753	CPA1
DB03792	BE0003317	RNASE1
DB04265	BE0001992	
DB00834	BE0000794	NR3C1
DB02229	BE0001537	metG
DB01183	BE0000123	ESR1
DB07763	BE0001005	UQCRC1
DB00121	BE0000445	MCCC1
DB00480	BE0000262	PTGS2
DB08453	BE0003905	petA
DB04464	BE0003986	COX4I1
DB00110	BE0002096	C1QC
DB03205	BE0003017	exaA
DB02527	BE0002795	
DB00972	BE0000442	HRH1
DB06706	BE0000501	ADRA1A
DB06976	BE0001072	CDK2
DB08901	BE0002131	FGFR1
DB00794	BE0000381	GABRA2
DB00980	BE0000327	MTNR1B
DB02233	BE0001532	ansB
DB00488	BE0004796	
DB00898	BE0000523	GABRA3
DB05457	BE0000324	TYMS
DB08453	BE0003855	UQCRC2
DB04975	BE0000742	TOP2A
DB09213	BE0003591	FABP2
DB00589	BE0000533	HTR2C
DB01215	BE0003598	GABRR2
DB00140	BE0000370	RFK
DB07488	BE0003958	CSNK1G3
DB04352	BE0001942	rbsD
DB01861	BE0001334	otsA
DB01857	BE0001357	pgmB
DB13151	BE0000041	F5
DB00120	BE0000789	SLC7A8
DB03240	BE0000829	GRIA2
DB01144	BE0000322	CA2
DB11093	BE0008702	FBN3
DB03902	BE0000838	SRC
DB04832	BE0002198	MAOA
DB02210	BE0000794	NR3C1
DB00909	BE0000483	CACNA1G
DB05234	BE0000132	AR
DB04147	BE0001965	pagP
DB04639	BE0002815	IGHG1
DB02220	BE0000322	CA2
DB01558	BE0003597	GABRQ
DB02032	BE0000221	ACE
DB11348	BE0001177	S100B
DB00115	BE0002176	MTHFR
DB03637	BE0001583	PRSS3
DB04799	BE0003855	UQCRC2
DB08756	BE0003761	PRKACA
DB01142	BE0000572	ADRA2B
DB02411	BE0000787	gag-pol
DB00184	BE0003588	CHRNB3
DB09069	BE0004521	ACAA1
DB04695	BE0003866	crtM
DB08026	BE0001097	MAPK10
DB11093	BE0008695	CASQ2
DB00108	BE0002100	FCGR2C
DB08838	BE0002226	CACNA1B
DB08731	BE0001358	ampC
DB08896	BE0000023	FLT4
DB09202	BE0000575	ADRA1B
DB00237	BE0000829	GRIA2
DB01119	BE0000553	KCNMA1
DB01272	BE0004494	M6PR
DB03142	BE0002844	galM
DB00848	BE0004926	unc-63
DB03385	BE0000322	CA2
DB04053	BE0001937	rhdA
DB01672	BE0001084	LCN2
DB00316	BE0000017	PTGS1
DB04917	BE0000311	HTR3A
DB11623	BE0000266	MME
DB00157	BE0000137	NDUFV2
DB01363	BE0000342	ADRA2C
DB05469	BE0000575	ADRA1B
DB03217	BE0000838	SRC
DB02175	BE0002707	cyp158a2
DB00681	BE0004803	
DB05415	BE0000182	PDE5A
DB08235	BE0004250	ACTR2
DB03814	BE0003194	pep
DB04555	BE0001617	ispF
DB04302	BE0000801	fabB
DB03234	BE0001553	shc
DB11348	BE0005812	PDCD6
DB08017	BE0004018	
DB02576	BE0001771	glmS
DB03032	BE0000812	GSTM4
DB00231	BE0002346	GABRB2
DB01454	BE0000393	HTR2B
DB04781	BE0000050	ALAD
DB07486	BE0000516	ITGAL
DB05381	BE0000442	HRH1
DB08996	BE0000426	ACHE
DB00821	BE0000262	PTGS2
DB00075	BE0002098	FCGR2A
DB00173	BE0001229	cobT
DB00002	BE0002097	FCGR3A
DB06927	BE0000123	ESR1
DB01045	BE0000956	NR1I2
DB03147	BE0002972	murB
DB07446	BE0001198	MMP12
DB00162	BE0000570	RDH5
DB00797	BE0000289	ADRA2A
DB00054	BE0001155	ITGB3
DB00231	BE0000478	GABRA4
DB03256	BE0001753	glyA
DB02552	BE0003570	GGPS1
DB03366	BE0003064	recR
DB00450	BE0000756	DRD2
DB00142	BE0000831	GRIA3
DB00551	BE0000334	ureC
DB01183	BE0000958	CREB1
DB02058	BE0000748	FGFR2
DB01544	BE0000736	TSPO
DB08090	BE0001810	bglA
DB00594	BE0000495	SCNN1D
DB04528	BE0002499	onr
DB00328	BE0000962	GLO1
DB04855	BE0002359	CACNA1D
DB00098	BE0002099	FCGR2B
DB00562	BE0000322	CA2
DB06148	BE0000289	ADRA2A
DB11582	BE0003517	TNFSF11
DB09263	BE0004816	
DB04304	BE0001804	bglA
DB04494	BE0001941	citA
DB00328	BE0000071	PPARA
DB00193	BE0000045	CHRM3
DB01851	BE0001355	kcsA
DB06827	BE0004846	
DB05687	BE0000451	HTR2A
DB04707	BE0003762	PKIA
DB01565	BE0000770	OPRM1
DB00960	BE0000291	HTR1A
DB00374	BE0000475	PTGIR
DB02120	BE0001407	
DB03128	BE0000426	ACHE
DB00795	BE0000248	ALOX5
DB07778	BE0001005	UQCRC1
DB00809	BE0000045	CHRM3
DB00032	BE0000387	FSHR
DB09462	BE0001007	PPARD
DB08126	BE0001072	CDK2
DB00157	BE0000243	NDUFB5
DB03756	BE0000215	PPARG
DB01108	BE0000051	HSD3B1
DB04082	BE0001726	frr
DB00363	BE0000451	HTR2A
DB00160	BE0000294	AARS
DB08597	BE0000695	FKBP1A
DB00019	BE0000394	ELANE
DB00157	BE0000513	ALDH1A2
DB03777	BE0001277	PIM1
DB01685	BE0002204	XDH
DB13164	BE0000767	EGFR
DB00540	BE0000092	CHRM1
DB08713	BE0004017	
DB08231	BE0004148	
DB01196	BE0001169	MAP1A
DB00489	BE0000090	KCNH2
DB04265	BE0001724	HN
DB08220	BE0001777	NR1H4
DB00143	BE0002286	GPX6
DB01752	BE0001398	cbiF
DB11348	BE0000509	CASR
DB02701	BE0001869	eta
DB03251	BE0001739	PRSS1
DB07471	BE0003734	CCNA2
DB04275	BE0000909	SPR
DB08820	BE0001195	CFTR
DB06958	BE0001120	HSP90AA1
DB00111	BE0000710	FCGR1A
DB02609	BE0001581	pdxA
DB07374	BE0003831	RPL8
DB06905	BE0003750	PPP2R1A
DB08551	BE0001358	ampC
DB04919	BE0000538	FGA
DB02218	BE0002639	AMY2A
DB01133	BE0008669	
DB07785	BE0002214	ADA
DB00336	BE0000805	citC
DB06994	BE0000854	DPP4
DB00529	BE0000343	UL54
DB04217	BE0000791	CTH
DB06637	BE0004716	KCNA3
DB02118	BE0001198	MMP12
DB02659	BE0001967	FABP6
DB04841	BE0000442	HRH1
DB00116	BE0002154	
DB03709	BE0000211	PLG
DB02726	BE0001889	tpiA
DB03345	BE0004637	SCMH1
DB00496	BE0000045	CHRM3
DB00215	BE0000092	CHRM1
DB07729	BE0002718	blaCTX-M-9a
DB06211	BE0000588	mrcA
DB00728	BE0000738	CHRNA2
DB01881	BE0001225	xylA
DB01439	BE0000420	OPRD1
DB04464	BE0001177	S100B
DB09291	BE0008644	
DB04516	BE0004496	ISYNA1
DB02127	BE0001535	opd
DB00073	BE0001529	C1S
DB01186	BE0000451	HTR2A
DB02796	BE0000250	PNP
DB08485	BE0001769	aroQ
DB06594	BE0000533	HTR2C
DB00755	BE0000078	RXRB
DB08555	BE0001097	MAPK10
DB01603	BE0003624	penA
DB03814	BE0002802	nir
DB04257	BE0001960	cypC
DB00897	BE0000478	GABRA4
DB02014	BE0000623	PTPN1
DB02379	BE0001243	
DB00145	BE0000534	GRIN3B
DB00363	BE0000291	HTR1A
DB01242	BE0000486	SLC6A2
DB02579	BE0002015	bla
DB11730	BE0002212	CDK6
DB08092	BE0001019	MAPK14
DB11166	BE0000048	F2
DB06626	BE0000029	FLT1
DB01231	BE0000045	CHRM3
DB04447	BE0004624	TRPM7
DB03382	BE0002148	PREP
DB01151	BE0000442	HRH1
DB00055	BE0000041	F5
DB01872	BE0001329	cslB
DB04395	BE0004554	CCT3
DB05072	BE0000384	TACR1
DB07374	BE0003833	RPL3
DB06738	BE0004956	GRIN1
DB00441	BE0000324	TYMS
DB02169	BE0001447	PPP1CC
DB06148	BE0000945	HTR6
DB12865	BE0000509	CASR
DB08283	BE0000978	GBA
DB04079	BE0001863	fecA
DB00543	BE0000020	DRD1
DB06148	BE0000342	ADRA2C
DB06042	BE0000143	TUBB
DB04395	BE0004323	SRPK2
DB04058	BE0001323	
DB00168	BE0001023	TRPV1
DB08811	BE0001133	PDE4A
DB08690	BE0003855	UQCRC2
DB01167	BE0000875	CYP51A1
DB02996	BE0003872	ADAM28
DB00368	BE0000501	ADRA1A
DB08039	BE0004108	CAMK2D
DB08515	BE0002349	PSMB2
DB03147	BE0002938	
DB02207	BE0000005	NOS2
DB07829	BE0001019	MAPK14
DB07010	BE0000923	MAPK1
DB04599	BE0000756	DRD2
DB07332	BE0002050	gag-pol
DB00967	BE0000442	HRH1
DB01866	BE0000838	SRC
DB00562	BE0001653	CA12
DB03631	BE0001222	tynA
DB00160	BE0000480	SLC1A4
DB00711	BE0000017	PTGS1
DB03814	BE0002709	aroH
DB00586	BE0002398	KCNQ3
DB04083	BE0003210	
DB03624	BE0001271	bioD1
DB02832	BE0001900	cysI
DB07742	BE0000322	CA2
DB04444	BE0004491	GNAI1
DB00734	BE0000289	ADRA2A
DB03606	BE0000487	PDE4B
DB07918	BE0003960	frdB
DB03309	BE0001919	rph
DB01119	BE0000732	ATP1A1
DB03840	BE0001337	azu
DB03540	BE0001246	camC
DB06905	BE0003749	PPP2R5C
DB02338	BE0000960	DPYD
DB00321	BE0000045	CHRM3
DB04147	BE0003977	papC
DB02262	BE0001525	pyrD
DB00934	BE0000451	HTR2A
DB04272	BE0003265	nusB
DB08319	BE0003956	soxB
DB00568	BE0004889	DRD1
DB00142	BE0000073	AASS
DB02521	BE0002707	cyp158a2
DB02741	BE0000144	RARG
DB02637	BE0004459	CS
DB01169	BE0001040	JUN
DB03389	BE0003072	
DB00546	BE0000795	GABRA1
DB00459	BE0000144	RARG
DB00661	BE0000430	CACNA1C
DB01839	BE0001234	linB
DB02267	BE0000520	ASL
DB02142	BE0000273	CCBL1
DB00051	BE0002095	C1QB
DB07780	BE0004091	ispF
DB00458	BE0000045	CHRM3
DB01614	BE0000575	ADRA1B
DB00110	BE0002097	FCGR3A
DB01144	BE0000535	CA4
DB00413	BE0000291	HTR1A
DB04209	BE0005300	CNGA1
DB00309	BE0000026	TUBB1
DB04480	BE0003782	TGFBR1
DB08631	BE0000865	PNMT
DB04552	BE0002376	CLCNKA
DB01483	BE0000478	GABRA4
DB01022	BE0000724	BGLAP
DB02776	BE0001696	LIP1
DB00139	BE0002261	SLC25A10
DB03687	BE0001574	ispE
DB08347	BE0000172	ADRB1
DB04346	BE0003287	lsrB
DB01162	BE0000501	ADRA1A
DB02078	BE0000839	FYN
DB07821	BE0004103	PAFAH1B3
DB00673	BE0000384	TACR1
DB03544	BE0002076	ridA
DB02010	BE0001385	PRKCQ
DB08165	BE0000322	CA2
DB07986	BE0001116	MMP3
DB12742	BE0000147	FLT3
DB05465	BE0000147	FLT3
DB00143	BE0002290	MGST2
DB00191	BE0000749	SLC6A4
DB02773	BE0000017	PTGS1
DB07949	BE0000916	PYGM
DB00721	BE0000177	SCN10A
DB03909	BE0001431	cheA
DB01454	BE0000749	SLC6A4
DB03214	BE0004566	IL4I1
DB07895	BE0002372	FNTB
DB07996	BE0003761	PRKACA
DB02526	BE0000895	PLAU
DB03152	BE0003884	petB
DB02763	BE0001876	arsC
DB04162	BE0001793	ribH2
DB00246	BE0000389	DRD4
DB06710	BE0000132	AR
DB00055	BE0001151	THBD
DB00114	BE0002160	DDC
DB04198	BE0002488	HGPRTase
DB04447	BE0000170	MSRA
DB01496	BE0000826	GRIK2
DB00674	BE0000426	ACHE
DB00520	BE0004669	fksA
DB00708	BE0000420	OPRD1
DB07884	BE0001594	gag-pol
DB04419	BE0003309	PTH
DB04270	BE0000215	PPARG
DB01241	BE0000071	PPARA
DB04265	BE0001946	nedA
DB05676	BE0001029	IL2
DB00157	BE0000421	CYP4A11
DB02263	BE0002606	gap
DB03600	BE0002397	FURIN
DB02691	BE0001967	FABP6
DB04688	BE0003805	IGHG2
DB01215	BE0003595	GABRE
DB02175	BE0001513	panD
DB00152	BE0003530	SLC19A2
DB06151	BE0004839	
DB08889	BE0004738	PSMB10
DB00028	BE0002097	FCGR3A
DB02104	BE0000330	DHFR
DB01207	BE0000759	TBXA2R
DB04182	BE0001497	luxS
DB07076	BE0000895	PLAU
DB04557	BE0001566	
DB08286	BE0001732	gag-pol
DB01921	BE0001339	cex
DB04636	BE0003330	QPCT
DB00463	BE0002341	CHRNA7
DB01177	BE0004796	
DB04716	BE0003493	JAK3
DB01993	BE0001344	alr
DB11943	BE0000798	parC
DB08342	BE0004275	TRAPPC6A
DB00540	BE0000575	ADRA1B
DB08689	BE0004380	
DB00160	BE0002164	PHYKPL
DB00157	BE0000408	HSD17B4
DB00696	BE0000715	ADRA1D
DB08355	BE0003734	CCNA2
DB01267	BE0000451	HTR2A
DB02700	BE0001326	fhuA
DB00237	BE0000849	CHRNA4
DB04090	BE0001184	NQO1
DB04777	BE0003318	hheC
DB08231	BE0004226	
DB00036	BE0000333	F7
DB03761	BE0001409	thyX
DB00354	BE0000442	HRH1
DB07935	BE0004136	pol
DB03516	BE0002204	XDH
DB01786	BE0001346	nprS
DB05271	BE0000572	ADRA2B
DB01267	BE0002363	CYP2D6
DB08893	BE0001012	ADRB3
DB00852	BE0004898	
DB07064	BE0001852	KIF11
DB00709	BE0004796	
DB04982	BE0000640	GRIA1
DB00589	BE0000451	HTR2A
DB08691	BE0004043	CLK3
DB00334	BE0000945	HTR6
DB00216	BE0000659	HTR1D
DB04099	BE0001768	nadE
DB02431	BE0002020	coaBC
DB03801	BE0002666	
DB00018	BE0000661	IFNAR1
DB04419	BE0000753	PAH
DB07298	BE0000623	PTPN1
DB05492	BE0000451	HTR2A
DB00121	BE0000094	SLC5A6
DB08882	BE0000854	DPP4
DB08048	BE0000123	ESR1
DB07218	BE0003789	MAPK8IP1
DB00721	BE0004909	MAOA
DB00114	BE0000822	FTCD
DB05203	BE0000270	REN
DB02032	BE0004195	cphA
DB00748	BE0000442	HRH1
DB00434	BE0000560	CHRM2
DB00690	BE0003594	GABRG3
DB04485	BE0004639	TK2
DB02803	BE0000270	REN
DB00898	BE0002341	CHRNA7
DB01942	BE0002662	moaE
DB06712	BE0000430	CACNA1C
DB06905	BE0002326	PPP2CA
DB08697	BE0000895	PLAU
DB11348	BE0008703	GCA
DB05470	BE0000704	TNF
DB00163	BE0000956	NR1I2
DB01004	BE0000308	
DB01926	BE0001084	LCN2
DB02659	BE0003996	COX7A1
DB03147	BE0002961	dmg
DB03549	BE0001668	
DB00143	BE0002289	GPX7
DB08001	BE0000623	PTPN1
DB08181	BE0001668	
DB07321	BE0002431	FBP1
DB02878	BE0000050	ALAD
DB07743	BE0004014	
DB00182	BE0001044	TAAR1
DB01331	BE0003624	penA
DB06637	BE0004724	KCNC2
DB00909	BE0002082	SCN3A
DB02445	BE0001423	glmS
DB00753	BE0000484	ATP5D
DB01992	BE0002687	sfp
DB06689	BE0004817	
DB07821	BE0002409	PLA2G7
DB02686	BE0001440	ntpK
DB01002	BE0000177	SCN10A
DB01016	BE0000703	ABCB11
DB08456	BE0001248	E
DB02930	BE0002852	dnaX
DB07164	BE0001072	CDK2
DB00566	BE0004814	
DB04043	BE0001084	LCN2
DB03956	BE0004490	PLCD1
